3.4,0.0,9.39,9.3              
3.4,0.0,9.35,9.3              
3.5,0.0,9.33,9.2              
3.5,0.0,9.52,9.4              
3.5,0.0,9.81,9.7              
3.4,0.0,9.61,9.5              
3.5,0.0,9.61,9.5              
3.4,0.0,9.52,9.4              
3.4,0.0,9.32,9.3              
3.4,0.0,9.66,9.7              
3.5,0.0,9.84,9.8              
3.4,0.0,9.33,9.3              
3.4,0.0,9.84,9.8              
3.4,0.0,9.86,9.9              
44.3,0.0,9.64,9.5             
3.4,0.0,9.61,9.5              
3.4,0.0,9.79,9.8              
3.4,0.0,9.41,9.4              
3.4,0.0,9.43,9.4              
3.4,0.0,9.75,9.7              
6.5,0.0,9.33,9.3              
8.1,0.0,6.57,6.5              
7.9,0.0,6.59,6.5              
7.2,0.0,9.46,9.4              
7.3,0.0,9.46,9.4              
10.1,0.0,9.57,9.5             
6.5,0.0,9.06,9.0              
5.5,0.0,8.70,8.7              
4.4,0.0,7.06,7.0              
4.3,0.0,7.06,7.0              
4.3,0.0,7.05,7.0              
4.3,0.0,7.06,7.0              
4.2,0.0,7.06,7.0              
4.2,0.0,7.06,7.0              
4.3,0.0,7.08,7.0              
4.2,0.0,7.06,7.0              
4.2,0.0,7.05,7.0              
4.3,0.0,7.06,7.0              
4.2,0.0,7.06,7.0              
4.2,0.0,7.06,7.0              
4.4,0.0,7.06,7.0              
4.2,0.0,7.06,7.0              
4.6,0.0,7.30,7.2              
4.7,0.0,7.23,7.2              
4.6,0.0,7.16,7.1              
4.7,0.0,6.74,6.7              
4.6,0.0,6.03,6.0              
4.7,0.0,6.05,6.0              
4.6,0.0,5.52,5.5              
4.7,0.0,5.32,5.3              
4.6,0.0,6.05,6.0              
4.7,0.0,6.08,6.1              
4.6,0.0,6.30,6.3              
5.9,0.0,6.37,6.3              
7.1,0.0,6.32,6.3              
5.8,0.0,6.36,6.3              
5.9,0.0,6.32,6.3              
5.8,0.0,6.59,6.5              
5.8,0.0,6.34,6.3              
5.9,0.0,6.37,6.3              
5.8,0.0,6.27,6.2              
5.9,0.0,6.47,6.4              
5.8,0.0,6.61,6.5              
5.9,0.0,6.63,6.6              
5.9,0.0,6.57,6.5              
5.9,0.0,6.47,6.4              
5.7,0.0,6.52,6.5              
5.8,0.0,6.59,6.5              
5.7,0.0,6.32,6.3              
5.8,0.0,6.47,6.4              
5.9,0.0,6.56,6.5              
5.8,0.0,6.63,6.6              
5.8,0.0,6.57,6.5              
5.8,0.0,6.65,6.6              
5.8,0.0,6.63,6.6              
5.8,0.0,6.63,6.6              
5.9,0.0,6.57,6.5              
5.8,0.0,6.59,6.5              
5.9,0.0,6.65,6.6              
5.8,0.0,6.57,6.5              
5.8,0.0,6.66,6.6              
5.9,0.0,6.43,6.4              
5.9,0.0,6.41,6.4              
5.9,0.0,6.54,6.5              
5.8,0.0,6.52,6.5              
5.8,0.0,6.47,6.4              
5.7,0.0,6.57,6.5              
5.8,0.0,6.54,6.5              
6.7,0.0,6.52,6.5              
6.2,0.0,6.39,6.3              
5.9,0.0,6.41,6.4              
6.1,0.0,6.45,6.4              
5.7,0.0,6.37,6.3              
6.2,0.0,6.36,6.3              
6.2,0.0,6.50,6.5              
6.2,0.0,6.39,6.3              
5.9,0.0,6.37,6.3              
5.7,0.0,6.45,6.4              
6.6,0.0,6.48,6.5              
5.8,0.0,6.39,6.3              
6.3,0.0,6.34,6.3              
6.6,0.0,6.47,6.4              
6.3,0.0,6.48,6.4              
6.7,0.0,6.41,6.4              
6.2,0.0,6.28,6.2              
5.8,0.0,6.27,6.2              
6.1,0.0,6.43,6.4              
6.3,0.0,6.37,6.3              
6.3,0.0,6.39,6.4              
6.2,0.0,6.32,6.3              
6.2,0.0,6.21,6.2              
6.2,0.0,6.28,6.3              
5.7,0.0,6.36,6.3              
5.7,0.0,6.21,6.2              
6.7,0.0,6.17,6.1              
5.9,0.0,6.17,6.1              
5.8,0.0,6.14,6.1              
6.2,0.0,6.16,6.1              
6.2,0.0,6.28,6.2              
6.1,0.0,6.23,6.2              
7.0,0.0,6.25,6.2              
5.7,0.0,6.19,6.2              
6.2,0.0,6.07,6.0              
6.2,0.0,6.10,6.1              
5.9,0.0,6.23,6.2              
5.8,0.0,6.19,6.1              
6.2,0.0,6.21,6.1              
5.9,0.0,6.19,6.2              
6.3,0.0,6.08,6.0              
6.2,0.0,6.10,6.1              
6.2,0.0,6.21,6.1              
5.8,0.0,6.12,6.1              
5.8,0.0,6.10,6.1              
